table_schema,table_name,column_name,data_type,character_maximum_length,is_nullable,column_default,udt_name
krai_system,stage_tracking,stage_name,character varying,100,NO,null,varchar
krai_system,stage_tracking,status,character varying,50,NO,null,varchar
krai_system,stage_tracking,started_at,timestamp with time zone,null,YES,now(),timestamptz
krai_system,stage_tracking,completed_at,timestamp with time zone,null,YES,null,timestamptz
krai_system,stage_tracking,error_message,text,null,YES,null,text
krai_system,stage_tracking,metadata,jsonb,null,YES,'{}'::jsonb,jsonb
krai_system,stage_tracking,created_at,timestamp with time zone,null,YES,now(),timestamptz
krai_system,stage_tracking,updated_at,timestamp with time zone,null,YES,now(),timestamptz
krai_system,system_metrics,id,uuid,null,NO,uuid_generate_v4(),uuid
krai_system,system_metrics,metric_name,character varying,100,NO,null,varchar
krai_system,system_metrics,metric_value,numeric,null,YES,null,numeric
krai_system,system_metrics,metric_unit,character varying,20,YES,null,varchar
krai_system,system_metrics,metric_category,character varying,50,YES,null,varchar
krai_system,system_metrics,collection_timestamp,timestamp with time zone,null,YES,now(),timestamptz
krai_system,system_metrics,server_instance,character varying,100,YES,null,varchar
krai_system,system_metrics,additional_context,jsonb,null,YES,'{}'::jsonb,jsonb
krai_users,user_sessions,id,uuid,null,NO,uuid_generate_v4(),uuid
krai_users,user_sessions,user_id,uuid,null,NO,null,uuid
krai_users,user_sessions,session_token,character varying,255,NO,null,varchar
krai_users,user_sessions,expires_at,timestamp with time zone,null,NO,null,timestamptz
krai_users,user_sessions,created_at,timestamp with time zone,null,YES,now(),timestamptz
krai_users,users,id,uuid,null,NO,uuid_generate_v4(),uuid
krai_users,users,preferred_manufacturer_id,uuid,null,YES,null,uuid
krai_users,users,username,character varying,100,NO,null,varchar
krai_users,users,email,character varying,255,NO,null,varchar
krai_users,users,role,character varying,50,YES,'user'::character varying,varchar
krai_users,users,created_at,timestamp with time zone,null,YES,now(),timestamptz
